document_id,subject_str,predicate_org,predicate,object_str,text
20100041,This contribution,explains,explain,this different relations with the character of the National Action Plans as texts,This contribution explains this different relations with the character of the National Action Plans as texts .
20100051,No relevant changes of employment policy,have been,have be,necessary to write them,No relevant changes of employment policy have been necessary to write them .
20110001,the academia,turn,turn,their attention to the National Democratic Party of Germany seldom anymore,"Owing to the rapid rise of the Alternative for Germany ( AfD ) , the public and academia seldom turn their attention to the National Democratic Party of Germany ( NPD ) anymore ."
20110001,the public,turn,turn,their attention to the National Democratic Party of Germany seldom anymore,"Owing to the rapid rise of the Alternative for Germany ( AfD ) , the public and academia seldom turn their attention to the National Democratic Party of Germany ( NPD ) anymore ."
20110002,the NPD,is given,be give,attention now rarely,"Due to the rapid rise of the AfD , the NPD is now rarely given attention , both in public and in research ."
20110011,the NPD,has maintained,have maintain,its electoral support,"The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however ."
20110011,the NPD,continues,continue,to be represented at the municipal level,"The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however ."
20110011,the NPD,to be represented,to be represent,at the municipal level,"The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however ."
20110011,The fact that the NPD has maintained its electoral support,is neglected,be neglect,frequently however,"The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however ."
20110011,The fact that the NPD continues to be represented at the municipal level,is neglected,be neglect,frequently however,"The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however ."
20110012,the NPD,is represented,be represent,at the municipal level still,"However , it is often neglected that the NPD is still represented at the municipal level and is also successful electorally ."
20110012,it,is neglected,be neglect,that the NPD is still represented at the municipal level often,"However , it is often neglected that the NPD is still represented at the municipal level and is also successful electorally ."
20110012,it,is neglected,be neglect,that the NPD is also successful electorally often,"However , it is often neglected that the NPD is still represented at the municipal level and is also successful electorally ."
20110012,the NPD,is also electorally,be also electorally,successful,"However , it is often neglected that the NPD is still represented at the municipal level and is also successful electorally ."
20110021,This,does not apply though,doe not apply though,to the same extent to all municipalities,"This does not apply to the same extent to all municipalities , though ."
20110022,it,is not,be not,equally successful everywhere,"However , it is not equally successful everywhere ."
20110031,the article,analyzes,analyze,the conditions of the NPD 's electoral success in Saxon municipalities in the 2013 German federal elections,"Based on a most-similar-case-design , the article analyzes the conditions of the NPD 's electoral success in Saxon municipalities in the 2013 German federal elections ."
20110032,this article,examines,examine,the conditions for the NPD 's success in Saxon municipalities in the 2013 federal election,"On the basis of a most-similar-case-design , this article therefore examines the conditions for the NPD 's success in Saxon municipalities in the 2013 federal election ."
20110041,the analysis,tests,test,14 hypotheses,"Using macro data on 438 Saxon municipalities and applying spatial errors models , the analysis tests 14 hypotheses ."
20110041,the analysis,tests,test,14 hypotheses applying spatial errors models,"Using macro data on 438 Saxon municipalities and applying spatial errors models , the analysis tests 14 hypotheses ."
20110042,14 hypotheses,stemming,stem,from three groups of explanatory factors,"Using aggregate data from 438 Saxon municipalities and spatial error models , we test a total of 14 hypotheses stemming from three groups of explanatory factors : cultural demand-side , materialistic demand-side , and internal supply-side factors ."
20110042,we,test,test,a total of 14 hypotheses,"Using aggregate data from 438 Saxon municipalities and spatial error models , we test a total of 14 hypotheses stemming from three groups of explanatory factors : cultural demand-side , materialistic demand-side , and internal supply-side factors ."
20110051,These hypotheses,were derived,be derive,from three groups of factors,"These hypotheses were derived from three groups of factors : cultural demand-side , materialistic demand-side and internal supply-side variables ."
20110052,the effect of materialistic community factors,is conditioned,be condition,by third-party variables,"The empirical analyses show that cultural explanatory factors most strongly influence the NPD vote share , whereas the effect of materialistic community factors is conditioned by third-party variables ."
20110052,cultural explanatory factors,most strongly influence,much strongly influence,the NPD vote share,"The empirical analyses show that cultural explanatory factors most strongly influence the NPD vote share , whereas the effect of materialistic community factors is conditioned by third-party variables ."
20110052,The empirical analyses,show,show,"that cultural explanatory factors most strongly influence the NPD vote share , whereas the effect of materialistic community factors is conditioned by third-party variables","The empirical analyses show that cultural explanatory factors most strongly influence the NPD vote share , whereas the effect of materialistic community factors is conditioned by third-party variables ."
20110061,the effect size of materialistic factors,is conditioned,be condition,by other variables,"The results indicate that cultural factors have the strongest impact on the NPD 's electoral success in Saxon municipalities , whereas the effect size of materialistic factors is conditioned by other variables ."
20110061,cultural factors,have,have,the strongest impact on the NPD 's electoral success in Saxon municipalities,"The results indicate that cultural factors have the strongest impact on the NPD 's electoral success in Saxon municipalities , whereas the effect size of materialistic factors is conditioned by other variables ."
20110061,The results,indicate,indicate,"that cultural factors have the strongest impact on the NPD 's electoral success in Saxon municipalities , whereas the effect size of materialistic factors is conditioned by other variables","The results indicate that cultural factors have the strongest impact on the NPD 's electoral success in Saxon municipalities , whereas the effect size of materialistic factors is conditioned by other variables ."
20110062,the NPD,essentially benefits,essentially benefit,from favorable community conditions,"Overall , the results illustrate that the NPD essentially benefits from favorable community conditions and can only influence its own electoral success to a limited extent ."
20110062,the results,illustrate,illustrate,that the NPD essentially benefits from favorable community conditions,"Overall , the results illustrate that the NPD essentially benefits from favorable community conditions and can only influence its own electoral success to a limited extent ."
20110062,the NPD,essentially can only influence,essentially can only influence,its own electoral success to a limited extent,"Overall , the results illustrate that the NPD essentially benefits from favorable community conditions and can only influence its own electoral success to a limited extent ."
20110071,the findings,illustrate,illustrate,that the NPD largely benefits from favorable contextual conditions at the municipal level,"Overall , the findings illustrate that the NPD largely benefits from favorable contextual conditions at the municipal level ."
20110071,the NPD,largely benefits,largely benefit,from favorable contextual conditions at the municipal level,"Overall , the findings illustrate that the NPD largely benefits from favorable contextual conditions at the municipal level ."
20110081,The party 's ability,are,be,limited however,"The party 's ability to influence its electoral success itself are limited , however ."
20120001,Jesko Fezer,calls,call,for a political attitude in design processes,Jesko Fezer calls for a political attitude in design processes .
20120002,Jesko Fezer,calls,call,for a political attitude in design,Jesko Fezer calls for a political attitude in design .
20120011,The degree of political design,lies,lie,in the hand of the designer,The degree and form of political design lies in the hand of the designer .
20120011,The form of political design,lies,lie,in the hand of the designer,The degree and form of political design lies in the hand of the designer .
20120012,The degree of political design,is,be,the responsibility of designers,The degree and form of political design is the responsibility of designers .
20120012,The form of political design,is,be,the responsibility of designers,The degree and form of political design is the responsibility of designers .
20120021,An awareness of goals,must be created,must be create,in order,An awareness of goals and values must be created in order to be able to oppose the current and forthcoming transformation processes .
20120021,An awareness of values,must be created,must be create,in order,An awareness of goals and values must be created in order to be able to oppose the current and forthcoming transformation processes .
20120022,He,writes,write,that an awareness of values must be established in order,He writes that an awareness of goals and values must be established in order to be able to counter the current and upcoming transformation processes .
20120022,an awareness of goals,must be established,must be establish,in order,He writes that an awareness of goals and values must be established in order to be able to counter the current and upcoming transformation processes .
20120022,an awareness of values,must be established,must be establish,in order,He writes that an awareness of goals and values must be established in order to be able to counter the current and upcoming transformation processes .
20120022,He,writes,write,that an awareness of goals must be established in order,He writes that an awareness of goals and values must be established in order to be able to counter the current and upcoming transformation processes .
20120031,Fezer,pleads,plead,for design in a political sense,"Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra ."
20120031,one that positions itself,locates,locate,itself in the conflicts,"Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra ."
20120031,one,positions,position,itself,"Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra ."
20120031,"one that positions itself , locates itself in the conflicts",refers,refer,to attitudes in all spectra,"Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra ."
20120031,"one that positions itself , locates itself in the conflicts",does not shy,doe not shy,away from disputes,"Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra ."
20120032,Fezer,pleads,plead,for a partisan design,"Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums ."
20120032,a partisan design,positions,position,itself,"Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums ."
20120032,a partisan design,locates,locate,itself in the conflicts,"Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums ."
20120032,a partisan design,takes,take,a stance in all spectrums,"Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums ."
20120032,a partisan design,does not shy,doe not shy,away from confrontations,"Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums ."
20130001,the following article,focuses,focus,on interfaces between formations of large groups and their memories After an introduction in concurrent concepts of remembrance,"After an introduction in classical and concurrent concepts of memory and remembrance , the following article focuses on interfaces between formations of large groups and their memories ."
20130001,the following article,focuses,focus,on interfaces between formations of large groups and their memories After an introduction in concurrent concepts of memory,"After an introduction in classical and concurrent concepts of memory and remembrance , the following article focuses on interfaces between formations of large groups and their memories ."
20130001,the following article,focuses,focus,on interfaces between formations of large groups and their memories After an introduction in classical concepts of memory,"After an introduction in classical and concurrent concepts of memory and remembrance , the following article focuses on interfaces between formations of large groups and their memories ."
20130001,the following article,focuses,focus,on interfaces between formations of large groups and their memories After an introduction in classical concepts of remembrance,"After an introduction in classical and concurrent concepts of memory and remembrance , the following article focuses on interfaces between formations of large groups and their memories ."
20130002,this article,addresses,address,concise interfaces between the constitution of groups and their memory After an introduction to more contemporary concepts of memory,"After an introduction to classical and more contemporary concepts of memory , this article addresses concise interfaces between the constitution of groups and their memory ."
20130002,this article,addresses,address,concise interfaces between the constitution of groups and their memory After an introduction to classical concepts of memory,"After an introduction to classical and more contemporary concepts of memory , this article addresses concise interfaces between the constitution of groups and their memory ."
20130011,Two opposite narratives in the region of Krnten/ Carinthia in southern Austria,are presented,be present,in order,Two opposite narratives in the region of Krnten/ Carinthia in southern Austria are presented in order to provide practical examples : an official dominant historical narration and viewpoints of members of the Slovene speaking minority. ``
20130012,This,is practically illustrated,be practically illustrate,in the text by two 'diametrically ' opposed narratives in Carinthia,This is practically illustrated in the text by two 'diametrically ' opposed narratives in Carinthia : the dominant `` official '' historical narrative and the Carinthian Slovene minority 's view of contemporary history .
20130022,these,are set,be set,in connection with `` chosen,"After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas ."
20130022,intrafamilial conscious orders in families of victims of National Socialism,are dealt with,be deal with,After references to the identity of young people finally,"After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas ."
20130022,young people,belonging,belong,to large group identity,"After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas ."
20130022,these,are set,be set,in connection with `` real traumas,"After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas ."
20130022,young people,belonging,belong,to minorities,"After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas ."
20130031,Identity concepts of young members of the minority as also concepts of large group identities,widen,widen,the topic,Identity concepts of young members of the minority as also concepts of large group identities widen the topic .
20130032,conclusions,are drawn,be draw,In the last chapter,"In the last chapter , the individual topics are brought together once again and conclusions are drawn ."
20130032,the individual topics,are brought,be bring,In the last chapter together once,"In the last chapter , the individual topics are brought together once again and conclusions are drawn ."
20140001,The article,represents,represent,the first empirical contribution on opportunities of interest intermediation at the sectoral level of the European Union,The article represents the first empirical contribution on opportunities and constraints of interest intermediation at the sectoral level of the European Union .
20140001,The article,represents,represent,the first empirical contribution on constraints of interest intermediation at the sectoral level of the European Union,The article represents the first empirical contribution on opportunities and constraints of interest intermediation at the sectoral level of the European Union .
20140002,The article,represents,represent,the first empirical contribution to the possibilities of interest mediation at the sectoral level of the European Union,"The article represents the first empirical contribution to the possibilities and limits of interest mediation at the sectoral level of the European Union , taking the public service as an example ."
20140002,The article,represents,represent,the first empirical contribution to the limits of interest mediation at the sectoral level of the European Union,"The article represents the first empirical contribution to the possibilities and limits of interest mediation at the sectoral level of the European Union , taking the public service as an example ."
20140011,Our case study,takes,take,the public service as an example,Our case study takes the public service as an example .
20140012,our results,show,show,that transnational organization of interests is more advanced on the part of workers han on the part of employers,"On the one hand , our results show that transnational organization of interests is more advanced on the part of workers han on the part of employers ."
20140012,transnational organization of interests,is,be,more advanced on the part of workers han on the part of employers,"On the one hand , our results show that transnational organization of interests is more advanced on the part of workers han on the part of employers ."
20140021,the transnational organization of interests,has made,have make,more progress on the employees ' than on the employers ' side,On the one hand our results show that the transnational organization of interests has made more progress on the employees ' than on the employers ' side .
20140021,our results,show,show,that the transnational organization of interests has made more progress on the employees ' than on the employers ' side,On the one hand our results show that the transnational organization of interests has made more progress on the employees ' than on the employers ' side .
20140022,none of the corporate actors,seriously intends,seriously intend,to surrender rights to transnational federations,"On the other hand , none of the corporate actors seriously intends to surrender rights to transnational federations ."
20140022,none of the corporate actors,seriously intends to surrender,seriously intend to surrender,rights to transnational federations,"On the other hand , none of the corporate actors seriously intends to surrender rights to transnational federations ."
20140031,none of the corporate actors,intends seriously,intend seriously,to transfer national authority to the transnational associations,On the other hand none of the corporate actors intends seriously to transfer national authority to the transnational associations .
20140031,none of the corporate actors,intends seriously to transfer,intend seriously to transfer,national authority to the transnational associations,On the other hand none of the corporate actors intends seriously to transfer national authority to the transnational associations .
20140032,lobbying,will remain,will remain,the most efficient form of influence in the short term,"Different strategies of interest enforcement have different temporal perspectives : in the short term , lobbying will remain the most efficient form of influence ."
20140032,Different strategies of interest enforcement,have,have,different temporal perspectives : short,"Different strategies of interest enforcement have different temporal perspectives : in the short term , lobbying will remain the most efficient form of influence ."
20140041,lobbying,will remain,will remain,the most efficient strategy of influence In the short run,"Different strategies of interest representation will have divergent time horizons : In the short run , lobbying will remain the most efficient strategy of influence ."
20140041,Different strategies of interest representation,will have,will have,divergent time horizons,"Different strategies of interest representation will have divergent time horizons : In the short run , lobbying will remain the most efficient strategy of influence ."
20140042,largely decentralized social dialogues,may gain,may gain,importance in those subsectors of the public service In the medium term,"In the medium term , largely decentralized social dialogues may gain importance in those subsectors of the public service that perform transnational tasks ."
20140042,the public service,perform,perform,transnational tasks,"In the medium term , largely decentralized social dialogues may gain importance in those subsectors of the public service that perform transnational tasks ."
20140051,vastly decentralized social dialogues in those parts of the public sector with transnational tasks,might gain,may gain,in importance In the medium-term,"In the medium-term , vastly decentralized social dialogues in those parts of the public sector with transnational tasks might gain in importance ."
20140052,collective bargaining,could become,can become,possible in the long term initially in the area of qualitative collective bargaining policy,"At most , collective bargaining could become possible in the long term , initially in the area of qualitative collective bargaining policy ."
20140061,"at all collective bargaining , first of all about qualitative matters",might be,may be,possible in long run,"Only in the long run , if at all , collective bargaining , first of all about qualitative matters , might be possible ."
20140062,Pragmatically motivated steps toward rapprochement between different employee organizations,contribute,contribute,to a remarkable reduction in differences of interest,Pragmatically motivated steps toward rapprochement between different employee organizations contribute to a remarkable reduction in differences of interest that were long considered insurmountable at the national level .
20140071,Pragmatically oriented steps of reconciliation between different organizations of employees,contribute,contribute,to a remarkable reduction of differences of interests,Pragmatically oriented steps of reconciliation between different organizations of employees contribute to a remarkable reduction of differences of interests which have been seen impossible to overcome at the national level for a long time .
20140071,interests,have been seen,have be see,impossible to overcome at the national level for a long time,Pragmatically oriented steps of reconciliation between different organizations of employees contribute to a remarkable reduction of differences of interests which have been seen impossible to overcome at the national level for a long time .
20150001,This article,introduces,introduce,a liberal alternative to the well-known decision models under risk in the form of a rule-based fuzzy decision model,This article introduces a liberal alternative to the well-known decision models under risk in the form of a rule-based fuzzy decision model .
20150002,A more liberal alternative to the well-known decision models under risk,is presented,be present,in the form of a rule-based fuzzy decision model,A more liberal alternative to the well-known decision models under risk is presented in the form of a rule-based fuzzy decision model .
20150011,The structure of the model,corresponds,correspond,"to a simple , knowledge-based ( expert- ) system","The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions ."
20150011,"a simple , knowledge-based ( expert- ) system",to justify,to justify,its assumptions,"The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions ."
20150011,"a simple , knowledge-based ( expert- ) system",is,be,capable to justify its conclusions,"The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions ."
20150011,"a simple , knowledge-based ( expert- ) system",is,be,capable to justify its assumptions,"The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions ."
20150011,"a simple , knowledge-based ( expert- ) system",to justify,to justify,its conclusions,"The structure of the model corresponds to a simple , knowledge-based ( expert- ) system , which is capable to justify its assumptions and conclusions ."
20150012,The model structure,is,be,that of a simple knowledge-based ( expert ) system,The model structure is that of a simple knowledge-based ( expert ) system that can justify its conclusions and model assumptions .
20150012,a simple knowledge-based ( expert ) system,can justify,can justify,its conclusions,The model structure is that of a simple knowledge-based ( expert ) system that can justify its conclusions and model assumptions .
20150012,a simple knowledge-based ( expert ) system,can justify,can justify,model assumptions,The model structure is that of a simple knowledge-based ( expert ) system that can justify its conclusions and model assumptions .
20150021,the computer program,models,model,the inference processes of human decision makers in rules of decision On the basis of empirical data,On the basis of empirical data the computer program models the inference processes of human decision makers in fuzzy-categories and rules of decision .
20150021,the computer program,models,model,the inference processes of human decision makers in fuzzy-categories On the basis of empirical data,On the basis of empirical data the computer program models the inference processes of human decision makers in fuzzy-categories and rules of decision .
20150022,the computer model,maps,map,the reasoning of human decision makers into fuzzy categories,"Based on empirical data , the computer model maps the reasoning of human decision makers into fuzzy categories and decision rules ."
20150022,the computer model,maps,map,the reasoning of human decision makers into decision rules,"Based on empirical data , the computer model maps the reasoning of human decision makers into fuzzy categories and decision rules ."
20150031,The model,claims,claim,to reproduce decision processes with risky alternatives more adequate than conventional models,The model claims to reproduce decision processes with risky alternatives more adequate than conventional models .
20150031,The model,claims to reproduce,claim to reproduce,decision processes with risky alternatives more adequate than conventional models,The model claims to reproduce decision processes with risky alternatives more adequate than conventional models .
20150032,It,claims,claim,to be a more adequate mental model of decision processes with risky alternatives,It claims to be a more adequate mental model of decision processes with risky alternatives .
20150032,It,to be,to be,a more adequate mental model of decision processes with risky alternatives,It claims to be a more adequate mental model of decision processes with risky alternatives .
20150041,the computer-based decisions,produced,produce,strong correspondences with regard to the choice of the same alternatives In comparison with human test subjects,In comparison with human test subjects the computer-based decisions produced strong correspondences with regard to the choice of the same alternatives .
20150042,A comparison of the model decisions with subject decisions,showed,show,a high degree of agreement with respect to equal choice of alternatives,A comparison of the model decisions with subject decisions showed a high degree of agreement with respect to equal choice of alternatives .
